Title,Address,District,PostingDate,PostType,Price,Area,Direction,Bedrooms,Bathrooms,Floors,Width_meters,Legal,Interior,Entrancewidth,Area_m2,Entrance_width,Width,PostingYear,PostingMonth,PostingQuarter,Month_sin,Month_cos,Days_Since_Posted,Half_Year
"Chính chủ bán toà nhà dòng tiền mặt phố Chính Kinh, 162m2 - 8 tầng, dòng tiền 255tr/ tháng","Số 115, Phố Chính Kinh, Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,29/11/2024,Nhà riêng tại phố Chính Kinh,55.1,162 m²,0,,,,"5,71 m",Sổ đỏ/ Sổ hồng,Đầy đủ,0,162.0,6.0,5.71,2024,11,4,-0.5000000000000004,0.8660254037844384,397,1
"Chính chủ sang nhượng suất chung cư, ký HĐ trực tiếp , giá cực kỳ hữu nghị dưới 6 tỷ","Phường Nhân Chính, Thanh Xuân, Hà Nội",Thanh Xuân,02/07/2024,Căn hộ chung cư tại phường Nhân Chính,6.4,90 m²,Đông - Nam,3.0,2.0,,0,Sổ đỏ,Full nội thất,0,90.0,6.0,4.7,2024,7,3,-0.4999999999999997,-0.8660254037844388,547,1
Tạo ngay ra dòng tiền 360 triệu/năm với số vốn ban đầu bỏ ra chỉ 2 tỷ chỉ có tại Vinhomes Móng Cái,"Dự án Vinhomes Golden Avenue Móng Cái, Phường Hải Hòa, Móng Cái, Quảng Ninh",Móng Cái,03/05/2025,"Nhà biệt thự, liền kề tại Vinhomes Golden Avenue Móng Cái",7.4,90 m²,0,,,5.0,5 m,Sổ đỏ/ Sổ hồng,0,"17,5 m",90.0,17.5,5.0,2025,5,2,0.49999999999999994,-0.8660254037844387,242,0
Bán căn shop sát sảnh tòa nhà 46m2 cam kết cho Thuê 50tr/tháng vay 70% ân hạn gốc lãi 30 tháng,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,24/07/2024,"Shophouse, nhà phố thương mại tại Vinhomes Smart City",8.9,46 m²,0,1.0,1.0,1.0,6 m,Sổ đỏ/ Sổ hồng.,Không nội thất.,50 m,46.0,50.0,6.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,525,1
"Chủ nhà bán gấp 2 căn cao cấp khu Tonkin 2N2VS và 3N2VS giá 71 tr/m2, Vinhomes Smart City","Dự án The Tonkin - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,23/08/2024,Căn hộ chung cư tại The Tonkin - Vinhomes Smart City,5.0,"65,4 m²",Tây - Nam,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,65.4,5.0,5.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,495,1
"Duy nhất 1 căn biệt thự view đẹp tại Vinhomes Cổ Loa. DT 67m2 giá 16 tỷ, 5 tầng","Vinhomes Cổ Loa, Cổ Loa, Đông Hội, Đông Anh, Hà Nội",Đông Anh,11/05/2024,"Nhà biệt thự, liền kề tại Vinhomes Cổ Loa",18.6,67 m²,Tây - Bắc,,,5.0,0,Sổ đỏ/ Sổ hồng,0,0,67.0,6.0,5.0,2024,5,2,0.49999999999999994,-0.8660254037844387,599,0
CC bán chuyển nhượng: Stu -1tỷ56; 1PN+2tỷ350; 2PN-2.9tỷ;2PN + 3.6tỷ; 3PN-4tỷ Vinhomes Smart City,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,05/06/2023,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,3.0,58 m²,0,3.0,2.0,,0,0,Full nội thất.,0,58.0,5.0,5.0,2023,6,2,1.2246467991473532e-16,-1.0,940,0
Tổng hợp quỹ căn hộ chuyển nhượng tại Goldmark City loại 2-3 & 4 phòng ngủ giá tốt nhất thị trường,"Goldmark City, số 13, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,27/02/2023,Căn hộ chung cư tại Goldmark City,4.9,83 m²,Tây - Bắc,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,83.0,4.5,5.0,2023,2,1,0.8660254037844386,0.5000000000000001,1038,0
"Nhận miễn phí bảng giá thấp tầng Vin Cổ Loa TTS 15 tỷ - HTLS 0% 36th, CK 22,5%(100% lấy được căn)","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Đông Anh,13/12/2023,"Nhà biệt thự, liền kề tại Vinhomes Cổ Loa",15.1,"62,5 m²",Đông - Nam,6.0,5.0,5.0,5 m,Hợp đồng mua bán,Cơ bản,20 m,62.5,20.0,5.0,2023,12,4,-2.4492935982947064e-16,1.0,749,1
"Bán CHDV 73,5m2 x 6 tầng mặt tiền 6,2m. 19 phòng khép kín tại Hai Bà Trưng","Phố Chùa Quỳnh, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,08/08/2024,Nhà riêng tại phố Chùa Quỳnh,17.3,"73,5 m²",Tây - Bắc,19.0,19.0,6.0,"6,2 m",Sổ đỏ/ Sổ hồng,Đầy đủ,0,73.5,4.0,6.2,2024,8,3,-0.8660254037844385,-0.5000000000000004,510,1
HÀNG HIẾM: CẢ TÒA C5 DUY NHẤT CHỈ 1 CHỦ BÁN CĂN STUDIO TÒA C5 - D'CAPITALE,"Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",Cầu Giấy,03/10/2025,Căn hộ chung cư tại Vinhomes D'Capitale,3.7,40 m²,Đông - Nam,1.0,1.0,,0,Đang chờ sổ,Đầy đủ,0,40.0,6.0,5.0,2025,10,4,-0.8660254037844386,0.5000000000000001,89,1
Cần bán căn hộ 2N+1 diện tích 55m2 giá chỉ 3.4 tỉ,"Dự án The Lake, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Gia Lâm,23/10/2023,Căn hộ chung cư tại The Lake,3.4,55 m²,Tây - Bắc,2.0,1.0,,0,Hợp đồng mua bán,Không nội thất,0,55.0,8.0,6.0,2023,10,4,-0.8660254037844386,0.5000000000000001,800,1
Mở bán phân khu Gia22 By Kita biệt thự đơn lập đầu tiên tại khu đô thị Ciputra,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",Tây Hồ,27/04/2025,"Nhà biệt thự, liền kề tại Kita Capital Ciputra",55.6,140 m²,0,,,3.0,0,Sổ đỏ/ Sổ hồng,Cơ bản,0,140.0,7.0,6.0,2025,4,2,0.8660254037844387,-0.4999999999999998,248,0
Ngọc Lâm 50m2 7 tầng thang máy - lô góc - ngõ thông - gần cầu - Mipec Long Biên - 13 tỷ,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",Long Biên,30/04/2023,Nhà riêng tại đường Ngọc Lâm,13.3,50 m²,0,,,7.0,5 m,Sổ đỏ/ Sổ hồng,0,0,50.0,6.0,5.0,2023,4,2,0.8660254037844387,-0.4999999999999998,976,0
"Vinhomes Cổ Loa - liền kề, BT, CCCC bán chạy nhất trong tháng qua, lợi nhuận kép, X2 tài sản","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Đông Anh,24/11/2023,"Nhà biệt thự, liền kề tại Vinhomes Cổ Loa",16.1,"62,5 m²",0,,,5.0,5 m,Hợp đồng mua bán,0,13 m,62.5,13.0,5.0,2023,11,4,-0.5000000000000004,0.8660254037844384,768,1
Liền kề nhà phố giá tốt nhất dự án chỉ 232tr/m2 xây 5 tầng,"Vinhomes Cổ Loa, Trường Sa, Đông Hội, Đông Anh, Hà Nội",Đông Anh,27/06/2025,"Nhà biệt thự, liền kề tại Vinhomes Cổ Loa",22.1,80 m²,Đông - Bắc,,,5.0,5 m,Hợp đồng mua bán,0,0,80.0,6.0,5.0,2025,6,2,1.2246467991473532e-16,-1.0,187,0
"Tổng hợp Quỹ căn Usilk City đang chuyển nhượng tháng 12/2024. Cam kết Có slot ô tô, giá 4,15 tỷ căn","Dự án Usilk City, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",Hà Đông,31/08/2025,Căn hộ chung cư tại Usilk City,5.1,79 m²,Tây,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đồ cơ bản.,0,79.0,8.0,5.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,122,1
"Chính chủ bán toà nhà dòng tiền lô góc 3 thoáng, 84m2 - 7 tầng, dòng tiền 100tr/ tháng, Xuân Đỉnh","Số 17 ngõ 277, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,22/06/2025,Nhà riêng tại đường Xuân Đỉnh,24.7,84 m²,0,13.0,,7.0,"5,14 m",Sổ đỏ/ Sổ hồng,Đầy đủ,0,84.0,4.5,5.14,2025,6,2,1.2246467991473532e-16,-1.0,192,0
"Độc quyền hơn 120 căn hộ quỹ ngoại giao, giá DK từ 80tr/m2; chiết khấu max 18%; hỗ trợ vay 0%/3năm","Dự án Imperia Cổ Loa, Đường Trường Sa, Xã Đông Hội, Đông Anh, Hà Nội",Đông Anh,28/08/2023,Căn hộ chung cư tại Imperia Cổ Loa,3.7,45 m²,0,1.0,1.0,,0,0,0,0,45.0,6.0,5.0,2023,8,3,-0.8660254037844385,-0.5000000000000004,856,1
"Caraworld Cam Ranh Nhà Phố Biển 3 tầng, sở hữu lâu dài, full nội thất,CK 32%,Tặng 1 Cây Vàng 9999.","CaraWorld Cam Ranh, Nguyễn Tất Thành, Cam Nghĩa, Cam Ranh, Khánh Hòa",Cam Ranh,08/09/2024,Nhà mặt phố tại CaraWorld Cam Ranh,6.7,120 m²,Đông - Bắc,3.0,2.0,3.0,24 m,Sổ đỏ/ Sổ hồng,Đầy đủ,24 m,120.0,24.0,24.0,2024,9,3,-1.0,-1.8369701987210297e-16,479,1
Phan Hằng Group chọn lọc các căn hộ An Bình City loại 2&3 PN đang có nhu cầu chuyển nhượng giá tốt,"Dự án An Bình City, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,20/08/2025,Căn hộ chung cư tại An Bình City,6.1,73 m²,Bắc,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,73.0,4.5,5.0,2025,8,3,-0.8660254037844385,-0.5000000000000004,133,1
"Quỹ căn 2PN - 3PN - 4PN Trực tiếp CĐT, CN và cho thuê tại D. Le Roi Soleil - Tây Hồ. Rẻ nhất Tây Hồ","Dự án D’. Le Roi Soleil , Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",Tây Hồ,12/01/2023,Căn hộ chung cư tại D’. Le Roi Soleil,11.3,111 m²,Tây - Bắc,3.0,2.0,,0,Sổ đỏ/ Sổ hồng,Cơ bản,0,111.0,7.0,6.0,2023,1,1,0.49999999999999994,0.8660254037844387,1084,0
Quỹ căn giá tốt nhất Khai Sơn City - trực tiếp CĐT chiết khấu cao - hỗ trợ ls 0% trong 9 tháng,"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội",Long Biên,30/04/2024,Căn hộ chung cư tại Khai Sơn City,6.8,120 m²,Đông - Nam,3.0,3.0,,0,Hợp đồng mua bán,Cơ bản,0,120.0,6.0,5.0,2024,4,2,0.8660254037844387,-0.4999999999999998,610,0
"Siêu phẩm: NR Long Biên. MT 6m, vuông đẹp, 4 tầng 140m2, thiết kế công phu. Chủ nhà là CCCC. 5,5 tỷ","Ngọc Thụy, Long Biên, Hà Nội",Long Biên,30/09/2023,Nhà riêng tại phường Ngọc Thụy,5.5,35 m²,0,3.0,3.0,4.0,6 m,Sổ đỏ/ Sổ hồng,Cơ bản,0,35.0,6.0,6.0,2023,9,3,-1.0,-1.8369701987210297e-16,823,1
"Chính chủ cần bán gấp nhà liền kề Geleximco khu A 120m2 đường rộng, view thoáng, giá 22 tỷ","Dự án Khu A - Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",Hoài Đức,19/06/2023,"Nhà biệt thự, liền kề tại Khu A - Geleximco Lê Trọng Tấn",22.7,120 m²,0,5.0,4.0,4.0,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,120.0,4.75,4.5,2023,6,2,1.2246467991473532e-16,-1.0,926,0
"Quỹ Inhouse suất nội bộ shophouse TN1-26.8 tỷ, căn rẻ 14.x tỷ, góc vườn hoa giá gốc L/H: 0916 355 ***","Vinhomes Cổ Loa, Cổ Loa, Đông Hội, Đông Anh, Hà Nội",Đông Anh,29/12/2023,"Nhà biệt thự, liền kề tại Vinhomes Cổ Loa",29.0,85 m²,Đông - Nam,,,,5 m,Sổ đỏ/ Sổ hồng,Cơ bản,30 m,85.0,30.0,5.0,2023,12,4,-2.4492935982947064e-16,1.0,733,1
Nhà em không sử dụng nên bán căn 2PN 1VS toà S1.07 59.1 m2 view thoáng đầy đủ đồ đẹp sẵn sổ đỏ,"Dự án The Sapphire 1 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,02/11/2025,Căn hộ chung cư tại The Sapphire 1 - Vinhomes Ocean Park,3.0,"59,1 m²",Tây - Nam,2.0,1.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,0,59.1,8.0,6.0,2025,11,4,-0.5000000000000004,0.8660254037844384,59,1
"Chính chủ bán căn 2PN góc 69m2 toà S2.12 trung tâm, đầy đủ đồ giá 3.25 tỷ sẵn sổ đỏ giao dịch","Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Gia Lâm,19/12/2023,Căn hộ chung cư tại The Sapphire 2 - Vinhomes Ocean Park,3.4,69 m²,Tây - Bắc,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ.,0,69.0,8.0,6.0,2023,12,4,-2.4492935982947064e-16,1.0,743,1
"Duy nhất 1 căn biệt thự view đẹp tại Vinhomes Cổ Loa. DT 67m2 giá 16 tỷ, 5 tầng","Vinhomes Cổ Loa, Cổ Loa, Đông Hội, Đông Anh, Hà Nội",Đông Anh,19/08/2024,"Nhà biệt thự, liền kề tại Vinhomes Cổ Loa",17.9,67 m²,Tây - Bắc,,,5.0,0,Sổ đỏ/ Sổ hồng,0,0,67.0,6.0,5.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,499,1
"Em gắn bó, sâu sát với An Lạc Green Symphony từ đầu. Chuyên nghiệp, không làm phiền, vào việc luôn","Dự án An Lạc Green Symphony, Xã Vân Canh, Hoài Đức, Hà Nội",Hoài Đức,07/02/2025,"Nhà biệt thự, liền kề tại An Lạc Green Symphony",13.2,80 m²,Đông,4.0,3.0,4.0,6 m,Hợp đồng mua bán,0,13 m,80.0,13.0,6.0,2025,2,1,0.8660254037844386,0.5000000000000001,327,0
Khai Sơn City - CHCC mới giá tốt nhất tại Long Biên quận - tổng hợp bảng hàng CĐT 12/2024,"Dự án Khai Sơn City, Đường Lý Sơn, Phường Ngọc Thụy, Long Biên, Hà Nội",Long Biên,10/02/2024,Căn hộ chung cư tại Khai Sơn City,7.1,102 m²,Tây - Bắc,3.0,2.0,,0,Hợp đồng mua bán,Cơ bản,0,102.0,6.0,5.0,2024,2,1,0.8660254037844386,0.5000000000000001,690,0
"Giảm giá cắt lỗ - quỹ căn song lập 150m2 - view hồ 24,5ha, gần TTTM Vincom giá 23 tỷ (sẵn sổ đỏ)","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,17/11/2025,"Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm",28.6,150 m²,Đông - Nam,,,,"8,5 m",0,0,0,150.0,8.0,8.5,2025,11,4,-0.5000000000000004,0.8660254037844384,44,1
"Caraworld Cam Ranh Nhà Phố Biển 3 tầng, sở hữu lâu dài, full nội thất,CK 32%,Tặng 1 Cây Vàng 9999.","CaraWorld Cam Ranh, Nguyễn Tất Thành, Cam Nghĩa, Cam Ranh, Khánh Hòa",Cam Ranh,25/10/2023,Nhà mặt phố tại CaraWorld Cam Ranh,6.1,120 m²,Đông - Bắc,3.0,2.0,3.0,24 m,Sổ đỏ/ Sổ hồng,Đầy đủ,24 m,120.0,24.0,24.0,2023,10,4,-0.8660254037844386,0.5000000000000001,798,1
Quỹ căn chuyển nhượng Sunshine City Ciputra tháng 12/2024 (2PN + 3PN + duplex) giá chuẩn,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",Bắc Từ Liêm,28/07/2024,Căn hộ chung cư tại Sunshine City,6.1,73 m²,0,2.0,2.0,,0,0,"Bàn giao cao cấp: Điều hòa âm trần 2 chiều, tủ bếp, bếp từ hút mùi Hafele, sàn gỗ, thiết bị vệ sinh Kohler có bồn tắm và bệt thông minh, cửa chống cháy Porta Door,...",0,73.0,4.5,5.0,2024,7,3,-0.4999999999999997,-0.8660254037844388,521,1
Sunshine Green Iconic - Tổng hợp quỹ căn chuyển nhượng giá tốt nhất T12/2024. Liên hệ: 0967 935 ***,"Sunshine Green Iconic, Đường Nguyễn Lam, Phường Phúc Đồng, Long Biên, Hà Nội",Long Biên,20/11/2023,Căn hộ chung cư tại Sunshine Green Iconic,6.1,80 m²,Đông - Bắc,2.0,2.0,,0,Hợp đồng mua bán,Đầy đủ.,0,80.0,6.0,5.0,2023,11,4,-0.5000000000000004,0.8660254037844384,772,1
"Cần bán gấp căn 3PN toà Pavilion, nhận nhà ngay, có lót ô tô tại hầm, nhà đẹp, giá rẻ","Dự án The Pavilion - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",Gia Lâm,02/08/2024,Căn hộ chung cư tại The Pavilion - Vinhomes Ocean Park,5.5,"93,4 m²",0,3.0,2.0,,0,HĐMB,0,0,93.4,8.0,6.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,516,1
"Bán CC FLC Landmark Tower, 7,5 tỷ, 153m2 ở Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội","Dự án FLC Landmark Tower, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,15/10/2023,Căn hộ chung cư tại FLC Landmark Tower,7.9,153 m²,Bắc,,,,0,Sổ đỏ/ Sổ hồng,0,0,153.0,5.0,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,808,1
"""Liền kề biệt thự Vinhomes, CHCC Masterise hay MIK"" nên đầu tư gì nhất tại Vinhomes Cổ Loa lúc này?","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Đông Anh,16/07/2023,"Nhà biệt thự, liền kề tại Vinhomes Cổ Loa",15.1,63 m²,Đông - Nam,6.0,4.0,5.0,"4,5 m",Hợp đồng mua bán,Cơ bản,0,63.0,6.0,4.5,2023,7,3,-0.4999999999999997,-0.8660254037844388,899,1
"Quỹ căn độc quyền ký trực tiếp CĐT. Căn 2PN diện tích 75m2, chiết khấu TTS 8%,tặng 10 chỉ vàng 9999","Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,05/12/2025,Căn hộ chung cư tại Hà Nội Melody Residences,5.0,75 m²,Đông - Nam,2.0,2.0,,0,Hợp đồng mua bán,Cơ bản,0,75.0,5.0,4.5,2025,12,4,-2.4492935982947064e-16,1.0,26,1
"Gia đình cần bán Căn hộ siêu vip tòa The Zei Mỹ Đình 2 ngủ 2VS, giá fix nhẹ cho KH thiện chí","The Zei Mỹ Đình, 8, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",Nam Từ Liêm,17/10/2023,Căn hộ chung cư tại The Zei Mỹ Đình,7.4,94 m²,0,2.0,2.0,,0,Sổ đỏ,Đầy đủ,0,94.0,5.0,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,806,1
Bán nhà ngã 6 Ô Chợ Dừa 31m2 6 tầng 5.3 tỷ Đống Đa,"Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",Đống Đa,04/05/2025,Nhà riêng tại đường Ô Chợ Dừa,6.2,31 m²,Tây,4.0,4.0,6.0,"3,4 m",Sổ đỏ/ Sổ hồng,Cơ bản.,3 m,31.0,3.0,3.4,2025,5,2,0.49999999999999994,-0.8660254037844387,241,0
"Duy nhất 1 căn biệt thự view đẹp tại Vinhomes Cổ Loa. DT 67m2 giá 16 tỷ, 5 tầng","Vinhomes Cổ Loa, Cổ Loa, Đông Hội, Đông Anh, Hà Nội",Đông Anh,13/10/2023,"Nhà biệt thự, liền kề tại Vinhomes Cổ Loa",16.8,67 m²,Tây - Bắc,,,5.0,0,Sổ đỏ/ Sổ hồng,0,0,67.0,6.0,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,810,1
"CĐT Bitexco mở bán block 19 - Đẹp nhất The Manor, vay miễn lãi 3 năm, chiết khấu 21% + ưu đãi đợt 1","Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",Hoàng Mai,22/03/2025,"Nhà biệt thự, liền kề tại The Manor Central Park",47.5,128 m²,Tây - Bắc,5.0,6.0,,9 m,Hợp đồng mua bán.,0,30 m,128.0,30.0,9.0,2025,3,1,1.0,6.123233995736766e-17,284,0
"Quỹ hàng chuyển nhượng đầy đủ, cập nhật liên tục Lumi Hà Nội. Cam kết giá từ gốc và tốt nhất","Dự án Lumi Hanoi, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",Nam Từ Liêm,19/02/2024,Căn hộ chung cư tại Lumi Hanoi,4.0,54 m²,Đông - Nam,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,54.0,5.0,5.0,2024,2,1,0.8660254037844386,0.5000000000000001,681,0
CT4 Yên Nghĩa - 78.75 m2 - 2 ngủ 2 vệ sinh tầng trung ban công Đông Nam lh chị Huyền 0917 326 ***,"Dự án Chung cư CT4 Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",Hà Đông,26/11/2024,Căn hộ chung cư tại Chung cư CT4 Yên Nghĩa,4.6,"78,75 m²",Đông - Nam,2.0,2.0,,0,Đang chờ sổ,Không nội thất,0,78.75,8.0,5.0,2024,11,4,-0.5000000000000004,0.8660254037844384,400,1
"Caraworld Cam Ranh Nhà Phố Biển 3 tầng, sở hữu lâu dài, full nội thất,CK 32%,Tặng 1 Cây Vàng 9999.","CaraWorld Cam Ranh, Nguyễn Tất Thành, Cam Nghĩa, Cam Ranh, Khánh Hòa",Cam Ranh,04/09/2024,Nhà mặt phố tại CaraWorld Cam Ranh,6.9,120 m²,Đông - Bắc,3.0,2.0,3.0,24 m,Sổ đỏ/ Sổ hồng,Đầy đủ,24 m,120.0,24.0,24.0,2024,9,3,-1.0,-1.8369701987210297e-16,483,1
Danh sách căn hộ 1 - 4 ngủ bán rẻ nhất Times City Tháng 12/2024 LH 0852 848 ***,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,16/05/2023,Căn hộ chung cư tại Times City,7.3,87 m²,Nam,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,Đầy đủ,0,87.0,4.0,5.0,2023,5,2,0.49999999999999994,-0.8660254037844387,960,0
"Biệt thự An Quý mặt đường Phan Kế Toại 27m, trực tiếp CĐT Nam Cường, DT 198m2, gần công viên","An Quý Villa - KĐT Dương Nội, Đường Phan Kế Toại, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,25/07/2025,"Nhà biệt thự, liền kề tại An Quý Villa - KĐT Dương Nội",46.8,198 m²,Đông - Bắc,5.0,6.0,4.0,9 m,Sổ đỏ/ Sổ hồng,0,27 m,198.0,27.0,9.0,2025,7,3,-0.4999999999999997,-0.8660254037844388,159,1
Phố Minh Khai - ngõ cực nông - ba gác phi ầm ầm - hai thoáng trước sau - nhà đẹp - ở luôn siêu hiếm,"211/ 28, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,17/12/2023,Nhà riêng tại đường Minh Khai,7.2,45 m²,0,4.0,,4.0,0,0,0,0,45.0,4.0,5.0,2023,12,4,-2.4492935982947064e-16,1.0,745,1
Căn 2 ngủ 74m2 hướng Đông Nam giá đẹp nhất tại dự án HaNoi Melody Residences chiết khấu 9%,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hoàng Mai,27/08/2023,Căn hộ chung cư tại Hà Nội Melody Residences,5.1,"74,04 m²",Tây,2.0,2.0,,0,Hợp đồng mua bán,Đầy đủ.,0,74.04,5.0,4.5,2023,8,3,-0.8660254037844385,-0.5000000000000004,857,1
"Trực tiếp CDT bán suất ngoại giao chiết khấu sâu đến 27% trừ thẳng vào giá, không chênh. 0912 299 ***","Dự án The Manor Central Park, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",Hoàng Mai,23/10/2024,"Nhà biệt thự, liền kề tại The Manor Central Park",46.2,130 m²,0,,,,0,0,0,0,130.0,5.0,4.5,2024,10,4,-0.8660254037844386,0.5000000000000001,434,1
"An Khánh Land cập nhật quỹ căn chuyển nhượng biệt thự liền kề Geleximco mới nhất, sẵn sổ","Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",Hà Đông,29/01/2023,"Nhà biệt thự, liền kề tại Khu đô thị Geleximco - Lê Trọng Tấn",19.9,120 m²,Tây - Nam,,,4.0,6 m,Sổ đỏ/ Sổ hồng,0,0,120.0,8.0,6.0,2023,1,1,0.49999999999999994,0.8660254037844387,1067,0
"Bán cắt lỗ 1,5 tỷ dự án Vinhomes Cổ Loa liền kề Ánh Dương phân khu Cát Tường giá rẻ nhất thị trường","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội",Đông Anh,12/08/2024,"Nhà biệt thự, liền kề tại Vinhomes Cổ Loa",15.8,"63,5 m²",Đông - Bắc,5.0,5.0,5.0,0,Sổ đỏ/ Sổ hồng,0,0,63.5,6.0,5.0,2024,8,3,-0.8660254037844385,-0.5000000000000004,506,1
Cắt lỗ 200-800tr/căn chính chủ - Times City - Park Hill gửi danh sách ch chuyển nhượng giá rẻ nhất,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hai Bà Trưng,04/10/2023,Căn hộ chung cư tại Times City,6.0,83 m²,Nam,2.0,2.0,,0,Sổ đỏ/ Sổ hồng,0,0,83.0,4.0,5.0,2023,10,4,-0.8660254037844386,0.5000000000000001,819,1
"Bán nhà riêng 39.3m2 3 tầng, 60m ra ga tàu điện phố Quốc Tử Giám, sổ đỏ chính chủ MT 4m nở hậu","18/70, Phố Quốc Tử Giám, Phường Văn Chương, Đống Đa, Hà Nội",Đống Đa,05/12/2024,Nhà riêng tại phố Quốc Tử Giám,8.1,"39,3 m²",Đông - Nam,3.0,2.0,3.0,4 m,Sổ đỏ/ Sổ hồng,Cơ bản,2 m,39.3,2.0,4.0,2024,12,4,-2.4492935982947064e-16,1.0,391,1
